accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,learning_rate
0.9689591526985168,0.10413160920143127,0.9704040884971619,0.9661372900009155,0.9663461446762085,0.11770819127559662,0.966183602809906,0.9615384340286255,0.0002500000118743628
0.9738154411315918,0.08402424305677414,0.9754475951194763,0.9725029468536377,0.9519230723381042,0.15059110522270203,0.9519230723381042,0.9519230723381042,0.0002500000118743628
0.9794592261314392,0.06709735095500946,0.980518639087677,0.9776873588562012,0.9663461446762085,0.10280443727970123,0.9663461446762085,0.9663461446762085,0.0002500000118743628
0.9824123978614807,0.058626048266887665,0.9831656217575073,0.9811655282974243,0.9759615659713745,0.10470876097679138,0.9759615659713745,0.9759615659713745,0.0002500000118743628
0.9837248921394348,0.05643005669116974,0.9848076105117798,0.9826748967170715,0.9663461446762085,0.14011980593204498,0.9663461446762085,0.9663461446762085,0.0002500000118743628
0.9847748875617981,0.05534076690673828,0.9851511120796204,0.9839873909950256,0.9711538553237915,0.10661838948726654,0.9711538553237915,0.9711538553237915,0.0002500000118743628
0.9839873909950256,0.05112924799323082,0.9847499132156372,0.9831342697143555,0.8894230723381042,0.40854090452194214,0.8888888955116272,0.8846153616905212,0.0002500000118743628
0.9854311347007751,0.047685280442237854,0.9858719706535339,0.984578013420105,0.9663461446762085,0.13069882988929749,0.9663461446762085,0.9663461446762085,0.0002500000118743628
0.9805092811584473,0.06112228333950043,0.9817201495170593,0.9797873497009277,0.9855769276618958,0.07423163950443268,0.9855769276618958,0.9855769276618958,0.0001250000059371814
0.9881874322891235,0.04229196533560753,0.9890239834785461,0.9875311851501465,0.9807692170143127,0.0670657828450203,0.9807692170143127,0.9807692170143127,0.0001250000059371814
0.9904842972755432,0.034402571618556976,0.9909330010414124,0.9897624254226685,0.9807692170143127,0.08586735278367996,0.9807692170143127,0.9807692170143127,0.0001250000059371814
0.9895655512809753,0.03526093810796738,0.9900814294815063,0.9891718029975891,0.9807692170143127,0.0680546686053276,0.9807692170143127,0.9807692170143127,0.0001250000059371814
0.9905499219894409,0.031112462282180786,0.9909365773200989,0.9901561737060547,0.9711538553237915,0.09455037117004395,0.9711538553237915,0.9711538553237915,0.0001250000059371814
